,likes,time,servings,ingredients,nutritions,link
Vegan Potato Salad,,"Total Time
5 hr 32 min
Prep Time
25 minutes
Cook Time
1 hr 12 min",for 6 servings,"10 oz shiitake mushroom (300 g), thinly sliced; 2 tablespoons olive oil; 1 tablespoon maple syrup; 2 tablespoons low sodium soy sauce; ¾ teaspoon kosher salt; ½ teaspoon freshly ground black pepper; ½ teaspoon McCormick® Smoked Paprika; 2 lb red potato (910 g), scrubbed, cut into 1/2 (1.2 cm) in pieces; ¼ cup cold water (60 mL), plus more as needed; 1 teaspoon kosher salt, plus more for boiling potatoes; ¾ cup raw, unsalted cashews (95 g), soaked for 4–12 hours, drained; 2 tablespoons apple cider vinegar; 2 teaspoons maple syrup; 2 cloves garlic; 1 cup red onion (150 g), finely chopped; 2 cups fresh vegetables (300 g), such as carrots, celery, zucchini, red bell peppers, sugar snap peas, and/or fennel; ½ cup fresh parsley (20 g), plus more for garnish, minced; ¼ cup fresh dill (10 g), plus more for garnish","Calories 286
Fat 6g
Carbs 50g
Fiber 6g
Sugar 8g
Protein 7g",https://tasty.co/recipe/vegan-potato-salad
Gochujang Fried Fall Squash,,"Total Time
45 minutes
Prep Time
20 minutes
Cook Time
25 minutes",for 8 servings,"2 lb kobacha and delicata squash (910 g); 1 teaspoon kosher salt; ½ teaspoon ground white pepper; 1 teaspoon sesame oil; 1 tablespoon grated fresh ginger; ⅓ cup potato starch (40 g), plus more as needed; ⅓ cup panko breadcrumbs (20 g); canola oil, for frying; 3 tablespoons unsalted butter; 2 tablespoons minced garlic; ¼ cup gochujang (25 g); 2 tablespoons ketchup; ¼ cup honey (250 g); 2 tablespoons brown sugar; 4 teaspoons rice vinegar; 1 tablespoon soy sauce; ½ teaspoon sesame oil; sliced scallion, thinly; sesame seed","Calories 179
Fat 5g
Carbs 31g
Fiber 2g
Sugar 14g
Protein 2g",https://tasty.co/recipe/gochujang-fried-fall-squash
Spicy Breakfast Beans On Toast,,Under 30 minutes,for 4 servings,"1 tablespoon olive oil; 1 large yellow onion, thinly sliced; 1 garlic clove, thinly sliced; ¼ teaspoon kosher salt; 1 teaspoon harissa; 4 large eggs; 4 thick slices sourdough bread, toasted; 16 oz Bush’s® Brown Sugar Hickory Baked Beans (465 g), warmed on the stovetop; 1 tablespoon finely chopped fresh chives; kosher salt, to taste; freshly ground black pepper, to taste","Calories 254
Fat 6g
Carbs 37g
Fiber 5g
Sugar 13g
Protein 14g",https://tasty.co/recipe/spicy-breakfast-beans-on-toast
Healthy Smoothie Bowl: Blue Magik Bowl: The Coco-Loco Crunch,,Under 30 minutes,for 1 serving,1 fresh banana; 1 cup frozen strawberries (150 g); ½ cup frozen mango (80 g); 3 tablespoons blue majik; 1 ½ cups milk of choice (360 mL); 1 fresh kiwi; 1 cup diced mangoes (165 g); ½ cup shredded coconut (50 g); 1 tablespoon chia seeds,"Calories 786
Fat 26g
Carbs 135g
Fiber 20g
Sugar 97g
Protein 18g",https://tasty.co/recipe/healthy-smoothie-bowl-blue-magik-bowl-the-coco-loco-crunch
Healthy Pumpkin Chocolate Chip Loaf,,,for 10 servings,"1 cup pumpkin puree (235 g); 1 banana, mashed; 2 eggs; 1 ½ cups whole wheat flour (185 g); ¼ cup oat flour (35 g); ½ cup unsweetened applesauce (115 g); 3 tablespoons maple syrup; ¼ cup almond milk (60 mL); 1 teaspoon baking soda; 2 tablespoons olive oil; ½ cup dark chocolate chip (85 g); 3 teaspoons pumpkin pie spice; 1 teaspoon vanilla extract","Calories 158
Fat 5g
Carbs 27g
Fiber 3g
Sugar 11g
Protein 4g",https://tasty.co/recipe/healthy-pumpkin-chocolate-chip-loaf
Smoothies: Nuts About You,,,for 1 serving,"1 cup Great Value® Almond Milk (240 mL); 1 ½ cups Great Value® Mixed Fruit (260 g); ¼ cup dried apricot (50 g), diced; ¼ cup coconut chips (20 g)","Calories 556
Fat 15g
Carbs 113g
Fiber 11g
Sugar 84g
Protein 5g",https://tasty.co/recipe/smoothies-nuts-about-you
Peach & Ginger Sangria,,Under 30 minutes,for 8 servings,"1 bottle Sauvignon Blanc; 2 cans peaches, in syrup, sliced; 1 bottle ginger kombucha; 1 can mango hard seltzer; ¼ cup fresh lemon juice (60 mL); ice; fresh mint sprig, for garnish","Calories 94
Fat 0g
Carbs 6g
Fiber 0g
Sugar 3g
Protein 0g",https://tasty.co/recipe/peach-ginger-sangria
Rosé All Day Cocktail,,Under 30 minutes,for 1 serving,"crushed ice; 4 cups ice cube (560 g); 1 oz honey (30 g); 1 oz fresh grapefruit juice (30 mL), or orange juice; 1 oz dry vermouth (30 mL); 2 oz rosé wine (60 mL); 1 half grapefruit, or orange peel; fresh thyme sprig, for garnish; seltzer, for topping","Calories 227
Fat 0g
Carbs 42g
Fiber 1g
Sugar 36g
Protein 1g",https://tasty.co/recipe/rose-all-day-cocktail
"Homemade Date Donuts (Vegan, Refined Sugar Free, Gluten Free)",,Under 30 minutes,for 6 servings,"10 mejdool dates, pitted; ¼ cup tap water (60 mL); ⅓ cup peanut butter (80 g), or nut butter of choice; 4 tablespoons cocoa powder; 2 tablespoons flaxseed meal; ½ teaspoon baking soda; 1 pinch salt; topping of your choice, Chocolate/Vegan Chocolate melted in the microwave OR equal parts of Cocoa Powder & Coconut Oil","Calories 79
Fat 4g
Carbs 10g
Fiber 2g
Sugar 6g
Protein 2g",https://tasty.co/recipe/homemade-date-donuts-vegan-refined-sugar-free-gluten-free
Boozy Iced Blueberry Lavender London Fog,,Under 30 minutes,for 4 servings,"½ cup granulated sugar (100 g); 1 Private Selection® Madagascar Vanilla Bean; ½ cup water (120 mL); 8 oz London dry gin (225 g); 3 cups Private Selection® Cold Brew Blueberry Lavender Black Tea (720 mL); 1 ½ cups oat milk (360 mL); ice, for serving; 4 slices lemon, for garnish; 4 lavenders, for garnish",,https://tasty.co/recipe/boozy-iced-blueberry-lavender-london-fog
Strawberry Basil Lemonade,,Under 30 minutes,for 3 servings,"¾ cup strawberry (110 g), pureed; 4 tablespoons sugar; 1 lemon, use ½ for juice and other ½ for zest; 2 cups water (480 mL); 4 fresh basil leaves","Calories 64
Fat 0g
Carbs 16g
Fiber 0g
Sugar 14g
Protein 0g",https://tasty.co/recipe/strawberry-basil-lemonade
Black Hummus,,"Total Time
28 minutes
Prep Time
20 minutes
Cook Time
5 minutes",for 4 servings,"1 ½ cups black sesame seeds (190 g); 3 tablespoons vegetable oil; 15 oz garbanzo beans (375 g), draned and rinsed, plus more for garnish; 5 cloves black garlic; 2 cloves garlic; 2 tablespoons lemon juice; 2 tablespoons water, plus more as needed; 3 tablespoons olive oil, plus more as needed; kosher salt, to taste; red pepper sauce, for garnish; fresh cilantro, for garnish, chopped; pita bread, or crackers, for serving","Calories 533
Fat 36g
Carbs 40g
Fiber 14g
Sugar 5g
Protein 16g",https://tasty.co/recipe/black-hummus
